"Latitud","Longitud","placas"
29.9762,-113.577,"Norteamérica"
25.1108,-109.687,"Norteamérica"
18.8015,-99.1588,"Norteamérica"
16.9865,-95.2038,"Cocos"
17.4603,-94.121,"Norteamérica"
18.27,-103.47,"Rivera"
27.3257,-111.334,"Norteamérica"
18.159,-101.939,"Rivera"
30.1017,-109.313,"Norteamérica"
18.1083,-103.375,"Rivera"
19.6027,-102.166,"Rivera"
31.9627,-116.258,"Pacífico"
30.4948,-114.201,"Pacífico"
14.629,-94.678,"Cocos"
17.4715,-95.3388,"Norteamérica"
32.4307,-116.705,"Pacífico"
30.8232,-114.348,"Pacífico"
32.005,-116.188,"Pacífico"
14.8537,-93.1167,"Caribe"
16.86,-100.46,"Cocos"
27.7438,-105.697,"Norteamérica"
14.7767,-92.1765,"Caribe"
18.1297,-103.457,"Rivera"
14.396,-93.2,"Caribe"
27.528,-104.902,"Norteamérica"
16.3625,-98.0938,"Cocos"
15.9973,-95.1805,"Cocos"
13.79,-92.84,"Caribe"
14.9643,-94.2818,"Caribe"
31.57,-115.51,"Pacífico"
14.85,-93.27,"Caribe"
18.58,-106.323,"Rivera"
16.9517,-99.0432,"Cocos"
27.7875,-111.732,"Pacífico"
19.5967,-104.533,"Rivera"
32.95,-115.5,"Pacífico"
16.28,-93.32,"Caribe"
32.84,-115.64,"Pacífico"
18.0292,-100.053,"Cocos"
17.5208,-95.2402,"Norteamérica"
19.4942,-102.119,"Rivera"
17.4115,-94.6083,"Norteamérica"
30.701,-114.546,"Pacífico"
30.8877,-114.274,"Pacífico"
26.3727,-109.143,"Norteamérica"
14.847,-92.2428,"Caribe"
19.4547,-102.299,"Rivera"
16.1708,-94.7765,"Cocos"
15.3877,-94.5233,"Caribe"
15.52,-92.71,"Caribe"
17.5338,-94.8263,"Norteamérica"
17.6313,-95.1578,"Norteamérica"
15.4742,-92.9095,"Caribe"
19.4098,-104.461,"Rivera"
31.1952,-115.178,"Pacífico"
18.034,-98.0103,"Norteamérica"
32.5135,-116.934,"Pacífico"
16.456,-93.4197,"Caribe"
14.791,-92.9385,"Caribe"
16.2623,-98.0755,"Cocos"
32.1702,-115.071,"Pacífico"
16.9428,-93.9733,"Caribe"
26.6807,-110.879,"Pacífico"
19.323,-104.404,"Rivera"
13.9915,-91.9797,"Caribe"
31.86,-115.06,"Pacífico"
16.82,-99.97,"Cocos"
13.9302,-92.644,"Caribe"
19.27,-96.23,"Norteamérica"
19.3935,-104.131,"Rivera"
18.1233,-103.215,"Rivera"
26.677,-110.926,"Pacífico"
18.7418,-98.8113,"Norteamérica"
19.4125,-104.571,"Rivera"
16.2402,-98.0608,"Cocos"
17.639,-94.7093,"Norteamérica"
16.9307,-94.8603,"Cocos"
17.59,-95.53,"Norteamérica"
16.21,-97.99,"Cocos"
31.6517,-116.564,"Pacífico"
18.198,-103.476,"Rivera"
14.0298,-93.1743,"Caribe"
19.3648,-105.173,"Rivera"
18.4357,-103.482,"Rivera"
19.55,-103.46,"Rivera"
31.4015,-115.5,"Pacífico"
20.06,-99.02,"Norteamérica"
14.996,-94.4048,"Caribe"
19.23,-98.52,"Norteamérica"
16.3008,-97.9752,"Cocos"
22.5925,-108.765,"Pacífico"
31.3825,-115.499,"Pacífico"
17.884,-94.2262,"Norteamérica"
14.22,-92.44,"Caribe"
17.5518,-94.6575,"Norteamérica"
18.9325,-105.208,"Rivera"
17.6483,-94.773,"Norteamérica"
17.09,-101.13,"Cocos"
32.5087,-115.369,"Pacífico"
15.1143,-94.013,"Caribe"
19.473,-102.23,"Rivera"
22.4157,-108.117,"Pacífico"
32.4578,-115.169,"Pacífico"
19.4535,-102.177,"Rivera"
18.3778,-102.147,"Rivera"
31.8153,-116.455,"Pacífico"
19.41,-102.61,"Rivera"
14.7345,-93.6513,"Caribe"
16.5592,-98.4808,"Cocos"
14.4905,-93.8385,"Caribe"
27.1248,-112.29,"Pacífico"
19.608,-102.166,"Rivera"
17.72,-95.06,"Norteamérica"
27.6417,-111.664,"Pacífico"
16.833,-100.071,"Cocos"
19.45,-103.89,"Rivera"
31.148,-114.172,"Norteamérica"
16.4433,-98.5067,"Cocos"
16.155,-97.5572,"Cocos"
32.5875,-115.386,"Pacífico"
16.0598,-97.6068,"Cocos"
18.04,-103.23,"Rivera"
22.809,-102.598,"Norteamérica"
32.398,-115.327,"Pacífico"
16.7805,-93.9172,"Caribe"
16.7,-95.72,"Cocos"
19.1977,-98.2952,"Norteamérica"
18.816,-99.1597,"Norteamérica"
16.5112,-98.4442,"Cocos"
14.79,-93.23,"Caribe"
16.2193,-97.8628,"Cocos"
18.3,-103.16,"Rivera"
32.0253,-115.75,"Pacífico"
27.9863,-112.23,"Pacífico"
16.7627,-99.6803,"Cocos"
15.3525,-94.6998,"Cocos"
17.7927,-97.6167,"Cocos"
17.425,-92.0438,"Caribe"
28.0727,-112.275,"Pacífico"
14.3563,-93.5233,"Caribe"
18.931,-104.768,"Rivera"
24.672,-101.797,"Norteamérica"
25.4853,-109.877,"Norteamérica"
27.6733,-105.712,"Norteamérica"
15.9572,-97.9265,"Cocos"
19.4477,-102.306,"Rivera"
16.36,-99.8705,"Cocos"
15.564,-98.3932,"Cocos"
15.0225,-94.3758,"Caribe"
14.912,-92.9268,"Caribe"
30.8122,-114.13,"Pacífico"
19.4177,-103.851,"Rivera"
15.11,-94.01,"Caribe"
31.76,-116.53,"Pacífico"
32.2933,-115.256,"Pacífico"
14.4392,-92.3697,"Caribe"
18.9697,-105.572,"Rivera"
14.84,-92.95,"Caribe"
25.227,-99.2088,"Norteamérica"
17.4377,-94.5522,"Norteamérica"
31.5257,-115.525,"Pacífico"
32.55,-115.45,"Pacífico"
15.93,-98.03,"Cocos"
19.571,-104.045,"Rivera"
15.4732,-98.1817,"Cocos"
17.3173,-101.363,"Cocos"
17.47,-94.59,"Norteamérica"
15.4505,-92.0338,"Caribe"
17.63,-94.69,"Norteamérica"
32.38,-115.27,"Pacífico"
16.556,-94.7757,"Cocos"
19.9395,-104.082,"Rivera"
16.0553,-96.7605,"Cocos"
19.6985,-104.838,"Rivera"
17.109,-94.9568,"Cocos"
31.2252,-114.108,"Norteamérica"
18.107,-103.38,"Rivera"
31.3983,-115.462,"Pacífico"
16.11,-97.6,"Cocos"
14.2973,-90.4762,"Caribe"
16.2532,-98.0418,"Cocos"
17.3,-94.84,"Cocos"
15.7157,-91.8775,"Caribe"
26.0327,-100.191,"Norteamérica"
19.2622,-105.193,"Rivera"
18.24,-104.53,"Rivera"
15.0568,-94.2407,"Caribe"
19.372,-104.091,"Rivera"
15.5148,-94.8717,"Cocos"
16.833,-100.241,"Cocos"
15.7753,-97.0442,"Cocos"
18.7,-107.26,"Rivera"
29.7925,-114.288,"Pacífico"
17.05,-100.34,"Cocos"
16.2218,-98.1218,"Cocos"
15.1362,-93.059,"Caribe"
32.66,-115.48,"Pacífico"
19.19,-96.36,"Norteamérica"
27.867,-112.018,"Pacífico"
19.485,-102.176,"Rivera"
16.802,-99.8093,"Cocos"
32.2,-115.11,"Pacífico"
16.2838,-98.0725,"Cocos"
19.2492,-102.099,"Rivera"
31.4912,-114.489,"Pacífico"
15.835,-96.848,"Cocos"
17.099,-100.23,"Cocos"
27.3697,-112.169,"Pacífico"
15.7945,-93.6942,"Caribe"
19.0355,-98.693,"Norteamérica"
15.8303,-95.2348,"Cocos"
14.7452,-93.451,"Caribe"
17.5,-101,"Cocos"
15.4565,-94.8468,"Cocos"
19.5053,-102.102,"Rivera"
14.7785,-93.6803,"Caribe"
31.4557,-115.593,"Pacífico"
31.4462,-115.238,"Pacífico"
16.0955,-97.5997,"Cocos"
14.981,-94.3147,"Caribe"
17.5392,-95.7788,"Norteamérica"
14.82,-93.05,"Caribe"
27.8222,-111.94,"Pacífico"
19.14,-104.08,"Rivera"
14.8258,-93.653,"Caribe"
16.0082,-97.6078,"Cocos"
15.389,-94.362,"Caribe"
32.3025,-115.171,"Pacífico"
17.4638,-94.8668,"Norteamérica"
16.3428,-97.97,"Cocos"
30.83,-114.26,"Pacífico"
27.3998,-111.387,"Norteamérica"
14.1553,-93.1967,"Caribe"
30.6537,-110.782,"Norteamérica"
32.19,-115.24,"Pacífico"
16.2413,-98.0487,"Cocos"
14.9732,-94.1993,"Caribe"
25.6568,-110.076,"Norteamérica"
14.4123,-92.6827,"Caribe"
14.26,-92.87,"Caribe"
24.8247,-109.382,"Norteamérica"
31.3473,-115.257,"Pacífico"
32.4293,-115.386,"Pacífico"
27.8133,-105.695,"Norteamérica"
15.059,-94.5733,"Cocos"
15.76,-94.19,"Caribe"
31.7402,-114.36,"Norteamérica"
15.2215,-94.6453,"Cocos"
31.1855,-115.538,"Pacífico"
15.2572,-92.8242,"Caribe"
16.2813,-98.1315,"Cocos"
19.13,-104.14,"Rivera"
14.4042,-93.2312,"Caribe"
25.41,-109.48,"Norteamérica"
16.4637,-100.918,"Cocos"
16.5155,-94.2807,"Caribe"
32,-114.92,"Pacífico"
30.8683,-116.387,"Pacífico"
16.3675,-98.4607,"Cocos"
32.38,-115.22,"Pacífico"
25.7915,-99.6917,"Norteamérica"
29.8005,-113.878,"Pacífico"
14.3757,-93.8498,"Caribe"
17.9278,-98.164,"Norteamérica"
32.2167,-115.069,"Pacífico"
17.8675,-97.7268,"Cocos"
25.21,-100.72,"Norteamérica"
24.1073,-110.149,"Pacífico"
19.14,-98.43,"Norteamérica"
14.5947,-92.8753,"Caribe"
18.7538,-104.313,"Rivera"
16.3417,-98.1125,"Cocos"
15.7517,-95.2407,"Cocos"
16.5155,-95.2195,"Cocos"
15.693,-95.1233,"Cocos"
18.1303,-102.915,"Rivera"
19.3982,-102.181,"Rivera"
14.1673,-93.259,"Caribe"
18.0675,-103.342,"Rivera"
19.3168,-103.248,"Rivera"
19.4438,-104.458,"Rivera"
14.545,-92.5437,"Caribe"
16.2038,-98.0505,"Cocos"
19.4417,-102.174,"Rivera"
19.1885,-104.072,"Rivera"
16.0702,-97.3073,"Cocos"
31.9468,-116.289,"Pacífico"
19.4148,-102.207,"Rivera"
17.3273,-100.844,"Cocos"
30.846,-110.577,"Norteamérica"
14.9658,-92.3323,"Caribe"
15.3765,-93.772,"Caribe"
32.36,-115.24,"Pacífico"
16.4972,-98.4377,"Cocos"
32.22,-115.15,"Pacífico"
24.8573,-98.513,"Norteamérica"
14.99,-91.51,"Caribe"
14.2192,-93.1872,"Caribe"
15.8078,-94.3018,"Caribe"
18.1472,-103.147,"Rivera"
18.9658,-104.037,"Rivera"
32.42,-115.11,"Pacífico"
16.082,-97.4943,"Cocos"
18.5785,-96.0733,"Norteamérica"
16.22,-98.56,"Cocos"
32.9,-115.66,"Pacífico"
18.3302,-94.4583,"Norteamérica"
32.3178,-115.061,"Pacífico"
17.282,-94.2882,"Norteamérica"
17.395,-94.616,"Norteamérica"
18.3083,-94.6692,"Norteamérica"
22.8145,-102.581,"Norteamérica"
18.3225,-103.193,"Rivera"
19.1003,-105.547,"Rivera"
30.923,-114.189,"Pacífico"
17.2295,-101.04,"Cocos"
16.2263,-98.0322,"Cocos"
18.712,-102.732,"Rivera"
14.3307,-93.3453,"Caribe"
17.3598,-94.9267,"Cocos"
16.9263,-99.2482,"Cocos"
15.0268,-94.2832,"Caribe"
19.4192,-96.3212,"Norteamérica"
31.4192,-114.441,"Pacífico"
16.0593,-94.3147,"Caribe"
14.6858,-94.2588,"Caribe"
24.9948,-109.376,"Norteamérica"
17.4313,-101.56,"Cocos"
30.2135,-109.251,"Norteamérica"
15.4895,-95.006,"Cocos"
17.84,-95.68,"Norteamérica"
30.8315,-114.885,"Pacífico"
13.6913,-92.4057,"Caribe"
15.895,-95.1588,"Cocos"
27.9497,-112.063,"Pacífico"
30.8418,-114.376,"Pacífico"
19.2845,-104.131,"Rivera"
31.728,-116.118,"Pacífico"
18.7,-105.25,"Rivera"
14.8182,-93.2052,"Caribe"
31.142,-115.387,"Pacífico"
16.984,-94.1242,"Caribe"
17.6033,-95.212,"Norteamérica"
16.05,-98.3917,"Cocos"
16.5152,-98.654,"Cocos"
32.4842,-115.215,"Pacífico"
16.5163,-97.6005,"Cocos"
30.244,-114.508,"Pacífico"
30.794,-114.36,"Pacífico"
18.8502,-99.1498,"Norteamérica"
17.6667,-95.512,"Norteamérica"
17.1737,-95.9335,"Cocos"
21.895,-102.357,"Norteamérica"
19.4908,-102.1,"Rivera"
15.0517,-94.071,"Caribe"
19.1845,-104.93,"Rivera"
19.1815,-104.481,"Rivera"
13.78,-91.16,"Caribe"
15.0645,-94.3387,"Caribe"
31.0715,-116.328,"Pacífico"
16.93,-100.23,"Cocos"
16.0548,-95.3972,"Cocos"
16.1,-94.78,"Cocos"
31.1375,-115.814,"Pacífico"
18.1928,-97.4598,"Norteamérica"
18.2758,-102.799,"Rivera"
30.0925,-113.788,"Norteamérica"
17.23,-100.27,"Cocos"
15.774,-94.622,"Cocos"
28.0158,-112.091,"Pacífico"
13.8912,-93.5167,"Caribe"
16.0603,-94.1462,"Caribe"
15.11,-91.35,"Caribe"
16.17,-97.54,"Cocos"
17.5585,-94.7948,"Norteamérica"
31.359,-115.595,"Pacífico"
19.3995,-103.928,"Rivera"
30.7257,-114.152,"Pacífico"
18.2648,-103.449,"Rivera"
31.26,-115.75,"Pacífico"
30.534,-110.931,"Norteamérica"
31.0747,-115.307,"Pacífico"
18.563,-104.878,"Rivera"
18.32,-94.47,"Norteamérica"
19.15,-98.92,"Norteamérica"
18.62,-105.14,"Rivera"
31.3813,-115.381,"Pacífico"
27.5353,-111.559,"Pacífico"
15.49,-94.7603,"Cocos"
31.43,-115.57,"Pacífico"
15.5275,-93.2707,"Caribe"
18.1448,-103.35,"Rivera"
14.7453,-93.2928,"Caribe"
19.2118,-104.944,"Rivera"
17.5253,-95.2177,"Norteamérica"
28.2308,-102.921,"Norteamérica"
19.8697,-103.195,"Rivera"
15.2,-92.97,"Caribe"
24.368,-109.672,"Pacífico"
15.0577,-93.376,"Caribe"
32.07,-115.1,"Pacífico"
29.981,-113.307,"Norteamérica"
19.3835,-104.1,"Rivera"
17.39,-94.84,"Norteamérica"
18.8548,-104.265,"Rivera"
31.4345,-115.586,"Pacífico"
16.4613,-95.123,"Cocos"
19.5173,-102.087,"Rivera"
25.0625,-100.064,"Norteamérica"
19.584,-103.027,"Rivera"
27.5353,-111.459,"Norteamérica"
16.6875,-94.9678,"Cocos"
16.1198,-97.5288,"Cocos"
28.0335,-112.194,"Pacífico"
14.48,-93.0577,"Caribe"
17.1588,-100.147,"Cocos"
18.246,-102.144,"Rivera"
15.3062,-92.803,"Caribe"
32.11,-115.74,"Pacífico"
14.401,-92.6883,"Caribe"
16.3567,-97.9123,"Cocos"
19.34,-104.14,"Rivera"
14.965,-93.1067,"Caribe"
16.29,-98.6,"Cocos"
32.4818,-115.409,"Pacífico"
18.806,-107.145,"Rivera"
16.68,-98.89,"Cocos"
16.5717,-98.9242,"Cocos"
30.9855,-110.298,"Norteamérica"
24.766,-109.228,"Norteamérica"
17.8423,-101.924,"Rivera"
30.86,-115.33,"Pacífico"
17.25,-101.78,"Cocos"
17.65,-94.77,"Norteamérica"
27.58,-115.1,"Pacífico"
30.7273,-114.248,"Pacífico"
16.58,-94,"Caribe"
18.2632,-94.628,"Norteamérica"
16.2118,-94.4718,"Cocos"
17.3,-102.7,"Rivera"
25.79,-110.03,"Norteamérica"
14.2198,-93.5473,"Caribe"
17.1402,-102.626,"Rivera"
14.304,-92.4127,"Caribe"
18.5558,-105.167,"Rivera"
16.2917,-97.8838,"Cocos"
18.3212,-103.175,"Rivera"
16.899,-96.5332,"Cocos"
14.85,-93.92,"Caribe"
19.4983,-103.262,"Rivera"
17.04,-99.46,"Cocos"
15.983,-96.2005,"Cocos"
14.5508,-92.6398,"Caribe"
16.5027,-98.4313,"Cocos"
15.1578,-92.0367,"Caribe"
31.452,-115.645,"Pacífico"
14.8088,-93.2032,"Caribe"
19.39,-104.16,"Rivera"
16.5508,-98.5003,"Cocos"
18.51,-103.6,"Rivera"
15.1068,-93.6738,"Caribe"
32.31,-115.1,"Pacífico"
19.3632,-104.109,"Rivera"
17.35,-101.4,"Cocos"
19.4525,-102.304,"Rivera"
14.3287,-94.4788,"Caribe"
17.76,-103.51,"Rivera"
30.0238,-113.744,"Norteamérica"
18.5673,-96.7775,"Norteamérica"
21.7642,-101.046,"Norteamérica"
16.2252,-95.0968,"Cocos"
19.3167,-104.231,"Rivera"
19.3863,-106.327,"Rivera"
15.87,-97.39,"Cocos"
18.301,-105.567,"Rivera"
17.4233,-94.7792,"Norteamérica"
17.09,-93.65,"Caribe"
21.9293,-108.135,"Pacífico"
19.2217,-104.535,"Rivera"
14.8765,-94.4668,"Caribe"
27.1107,-112.441,"Pacífico"
15.1568,-92.0052,"Caribe"
30.7638,-114.3,"Pacífico"
19.3487,-99.3265,"Norteamérica"
14.7643,-92.4185,"Caribe"
19.7283,-98.5487,"Norteamérica"
23.1343,-100.299,"Norteamérica"
14.4227,-92.771,"Caribe"
17.2912,-94.3222,"Norteamérica"
15.4625,-95.9555,"Cocos"
21.0252,-97.5677,"Norteamérica"
15.0007,-94.2155,"Caribe"
31.5562,-114.605,"Pacífico"
14.9725,-94.061,"Caribe"
20.36,-98.99,"Norteamérica"
19.5493,-102.152,"Rivera"
19.6022,-102.161,"Rivera"
15.5203,-94.7683,"Cocos"
15.9943,-96.8353,"Cocos"
19.4065,-103.798,"Rivera"
33,-115.55,"Pacífico"
17.3142,-94.0312,"Norteamérica"
18.3733,-104.973,"Rivera"
13.9082,-93.3375,"Caribe"
16.5903,-94.1408,"Caribe"
19.2783,-105.252,"Rivera"
18.1297,-103.318,"Rivera"
19.5768,-102.197,"Rivera"
28.4448,-107.52,"Norteamérica"
18.113,-103.323,"Rivera"
31.19,-115.65,"Pacífico"
24.4028,-100.184,"Norteamérica"
19.5318,-102.186,"Rivera"
13.9553,-93.2573,"Caribe"
31.4753,-115.511,"Pacífico"
16.8395,-100.046,"Cocos"
14.7318,-92.2718,"Caribe"
30.8463,-114.54,"Pacífico"
21.461,-101.054,"Norteamérica"
16.4583,-95.1023,"Cocos"
14.17,-91.18,"Caribe"
18.85,-99.05,"Norteamérica"
16.133,-97.8153,"Cocos"
19.1445,-104.025,"Rivera"
19.421,-98.882,"Norteamérica"
16.2077,-95.6163,"Cocos"
19.4872,-102.151,"Rivera"
27.2597,-111.224,"Norteamérica"
15.4373,-94.7555,"Cocos"
17.042,-94.2623,"Caribe"
30.6393,-114.196,"Pacífico"
32.4,-115.22,"Pacífico"
32.2355,-116.03,"Pacífico"
17.6098,-98.478,"Cocos"
32.1097,-115.073,"Pacífico"
32.3175,-115.07,"Pacífico"
31.32,-115.37,"Pacífico"
16.9175,-94.566,"Cocos"
17.3722,-94.4205,"Norteamérica"
16.48,-95.36,"Cocos"
18.9743,-104.291,"Rivera"
15.7575,-93.8762,"Caribe"
18.57,-104,"Rivera"
16.3587,-98.4715,"Cocos"
26.0482,-99.9242,"Norteamérica"
15.534,-94.4615,"Caribe"
15.46,-95.57,"Cocos"
30.99,-115.665,"Pacífico"
31.4705,-115.162,"Pacífico"
30.24,-113.75,"Norteamérica"
18.1887,-97.1443,"Norteamérica"
31.0467,-115.68,"Pacífico"
15.5625,-93.46,"Caribe"
19.051,-98.6237,"Norteamérica"
32.282,-115.306,"Pacífico"
16.5337,-94.7115,"Cocos"
15.1683,-93.531,"Caribe"
32.254,-114.903,"Pacífico"
17.28,-101.1,"Cocos"
18.3432,-102.551,"Rivera"
17.81,-95.31,"Norteamérica"
24.6693,-109.26,"Pacífico"
16.2355,-98.0823,"Cocos"
27.3433,-111.406,"Norteamérica"
16.4917,-95.1753,"Cocos"
19.549,-104.868,"Rivera"
31.27,-115.65,"Pacífico"
18.975,-98.5642,"Norteamérica"
13.8845,-92.6918,"Caribe"
17.4,-94.42,"Norteamérica"
17.5142,-95.0528,"Norteamérica"
15.8313,-93.9332,"Caribe"
15.7617,-98.4138,"Cocos"
14.9098,-93.3123,"Caribe"
16.7242,-98.6027,"Cocos"
30.192,-113.62,"Norteamérica"
32.4352,-116.852,"Pacífico"
27.18,-112.094,"Pacífico"
15.022,-94.236,"Caribe"
31.309,-114.411,"Pacífico"
16.1927,-97.96,"Cocos"
16.8542,-94.8853,"Cocos"
15.6903,-94.4962,"Caribe"
18.0248,-101.971,"Rivera"
31.7972,-116.461,"Pacífico"
31.6315,-116.014,"Pacífico"
16.27,-97.9,"Cocos"
20.2388,-98.8953,"Norteamérica"
18.121,-103.276,"Rivera"
16.0988,-95.2417,"Cocos"
18.9423,-95.5917,"Norteamérica"
19.3922,-104.399,"Rivera"
16.0175,-97.9353,"Cocos"
32.5742,-114.97,"Norteamérica"
16.439,-96.167,"Cocos"
14.9307,-93.187,"Caribe"
16.2218,-98.1162,"Cocos"
16.5985,-93.8658,"Caribe"
18.9773,-104.564,"Rivera"
15.4245,-96.753,"Cocos"
31.99,-114.99,"Pacífico"
17.05,-100.82,"Cocos"
27.3118,-111.24,"Norteamérica"
15.3012,-93.0165,"Caribe"
19.0675,-98.6195,"Norteamérica"
16.1,-97.27,"Cocos"
14.1242,-92.2565,"Caribe"
16.0768,-97.6655,"Cocos"
17.2883,-100.48,"Cocos"
31.3785,-115.504,"Pacífico"
16.6193,-99.3585,"Cocos"
19.2683,-105.177,"Rivera"
32.25,-115.19,"Pacífico"
23.3287,-110.873,"Pacífico"
15.4402,-94.8135,"Cocos"
31.1603,-115.447,"Pacífico"
31.47,-115.46,"Pacífico"
16.7358,-94.9908,"Cocos"
22.8,-102.6,"Norteamérica"
30.7788,-115.687,"Pacífico"
31.4823,-115.549,"Pacífico"
31.0437,-115.914,"Pacífico"
27.0985,-112.427,"Pacífico"
19.4322,-102.17,"Rivera"
19.5,-104.48,"Rivera"
32.4208,-115.298,"Pacífico"
16.1028,-98.334,"Cocos"
18.9807,-98.7677,"Norteamérica"
24.6063,-99.5825,"Norteamérica"
22.8042,-102.596,"Norteamérica"
15.3633,-93.693,"Caribe"
25.7423,-99.7603,"Norteamérica"
29.6753,-113.81,"Pacífico"
21.6442,-99.5915,"Norteamérica"
15.4895,-93.1057,"Caribe"
15.2205,-92.869,"Caribe"
27.5495,-111.564,"Pacífico"
19.5848,-102.191,"Rivera"
30.0967,-113.739,"Norteamérica"
18.3203,-103.123,"Rivera"
21.2603,-104.329,"Norteamérica"
32.17,-115.14,"Pacífico"
31.72,-115.86,"Pacífico"
21.6795,-101.054,"Norteamérica"
18.1373,-101.846,"Rivera"
15.2457,-95.559,"Cocos"
21.1048,-104.104,"Rivera"
17.9367,-98.0692,"Norteamérica"
32.4367,-115.239,"Pacífico"
15.8987,-96.8092,"Cocos"
24.9793,-109.368,"Norteamérica"
29.9028,-113.738,"Norteamérica"
14.923,-93.1012,"Caribe"
14.66,-91.77,"Caribe"
27.1405,-112.17,"Pacífico"
30.78,-114.31,"Pacífico"
18.4093,-103.289,"Rivera"
16.0088,-98.658,"Cocos"
18.9787,-105.163,"Rivera"
32.5,-115.19,"Pacífico"
18.136,-103.336,"Rivera"
31.39,-115.46,"Pacífico"
14.9323,-94.201,"Caribe"
18.7045,-101.598,"Rivera"
16.19,-93.8,"Caribe"
15.6555,-93.4853,"Caribe"
19.5908,-102.085,"Rivera"
16.1027,-98.7957,"Cocos"
13.7288,-91.9192,"Caribe"
18.1688,-96.5305,"Norteamérica"
14.7465,-93.3153,"Caribe"
30.688,-114.471,"Pacífico"
17.589,-94.7342,"Norteamérica"
27.3245,-111.276,"Norteamérica"
14.6083,-92.6322,"Caribe"
18.0102,-102.192,"Rivera"
27.41,-107.943,"Norteamérica"
17.6647,-94.384,"Norteamérica"
27.854,-111.977,"Pacífico"
19.4535,-102.168,"Rivera"
15.651,-96.4932,"Cocos"
32.08,-115.8,"Pacífico"
15.8367,-95.0767,"Cocos"
19.4012,-99.2277,"Norteamérica"
18.993,-104.245,"Rivera"
25.89,-110.28,"Pacífico"
15.8442,-93.7833,"Caribe"
24.7393,-110.316,"Pacífico"
17.3743,-94.3877,"Norteamérica"
16.1538,-97.8135,"Cocos"
31.477,-115.619,"Pacífico"
16.5503,-98.1343,"Cocos"
16.62,-93.26,"Caribe"
27.4145,-111.43,"Norteamérica"
16.2795,-98.1517,"Cocos"
16.67,-100.52,"Cocos"
16.77,-94.23,"Caribe"
16.2498,-98.0538,"Cocos"
19.4968,-102.149,"Rivera"
16.2433,-98.0155,"Cocos"
20.3462,-98.8932,"Norteamérica"
16.1755,-93.8292,"Caribe"
15.99,-93.95,"Caribe"
14.6832,-92.7977,"Caribe"
18.0845,-101.967,"Rivera"
32.19,-115.11,"Pacífico"
14.18,-93.87,"Caribe"
27.4943,-112.142,"Pacífico"
14.5,-93.46,"Caribe"
15.2468,-92.8657,"Caribe"
16.4588,-95.0333,"Cocos"
17.8435,-94.4873,"Norteamérica"
14.6887,-92.5913,"Caribe"
14.33,-93.26,"Caribe"
15.0373,-94.2242,"Caribe"
18.4223,-103.761,"Rivera"
19.6127,-102.181,"Rivera"
16.1048,-96.929,"Cocos"
17.9725,-101.928,"Rivera"
15.2,-92.82,"Caribe"
18.143,-101.098,"Cocos"
19.2448,-104.223,"Rivera"
14.37,-93.29,"Caribe"
32.164,-115.385,"Pacífico"
17.0197,-101.154,"Cocos"
18.1315,-103.382,"Rivera"
15.998,-97.9578,"Cocos"
19.2418,-103.887,"Rivera"
32.16,-115.78,"Pacífico"
18.899,-104.482,"Rivera"
16.2838,-98.0888,"Cocos"
15.41,-96.6,"Cocos"
15.469,-94.0435,"Caribe"
19.3452,-104.211,"Rivera"
15.7215,-96.4228,"Cocos"
19.4788,-102.218,"Rivera"
15.1052,-93.5592,"Caribe"
17.4155,-94.6703,"Norteamérica"
17.81,-95.09,"Norteamérica"
32.465,-115.124,"Pacífico"
14.895,-94.1792,"Caribe"
32.06,-116.6,"Pacífico"
13.681,-92.2498,"Caribe"
18.44,-103.23,"Rivera"
17.6688,-94.787,"Norteamérica"
18.9208,-98.6355,"Norteamérica"
18.5915,-96.116,"Norteamérica"
19.6578,-104.554,"Rivera"
14.4103,-92.7708,"Caribe"
15.1693,-93.0107,"Caribe"
14.0208,-92.46,"Caribe"
16.5027,-95.1372,"Cocos"
24.62,-109.17,"Norteamérica"
18.5318,-103.503,"Rivera"
30.8105,-114.16,"Pacífico"
18.2852,-102.605,"Rivera"
19.15,-104.165,"Rivera"
19.4438,-102.18,"Rivera"
30.9202,-114.171,"Pacífico"
14.2412,-92.1572,"Caribe"
15.6523,-98.3798,"Cocos"
15.23,-94.64,"Cocos"
18.7115,-104.331,"Rivera"
27.7368,-101.419,"Norteamérica"
30.9,-115.2,"Pacífico"
14.8757,-92.3702,"Caribe"
18.7227,-104.959,"Rivera"
16.8182,-100.384,"Cocos"
18.5742,-103.731,"Rivera"
17.1898,-94.5335,"Cocos"
15.2963,-94.7252,"Cocos"
19.537,-105.258,"Rivera"
18.8212,-98.598,"Norteamérica"
18.1425,-103.481,"Rivera"
17.8653,-95.364,"Norteamérica"
16.4695,-98.4942,"Cocos"
17.25,-94.16,"Norteamérica"
26.885,-112.35,"Pacífico"
15.3292,-94.4497,"Caribe"
27.7345,-111.743,"Pacífico"
30.6555,-114.393,"Pacífico"
30.464,-111.026,"Norteamérica"
16.5338,-98.0913,"Cocos"
16.4725,-99.0802,"Cocos"
15.0752,-93.532,"Caribe"
14.63,-91.89,"Caribe"
32.4812,-115.178,"Pacífico"
19.5048,-102.21,"Rivera"
15.0303,-93.1742,"Caribe"
24.7558,-100.214,"Norteamérica"
24.8482,-108.985,"Norteamérica"
29.8963,-113.667,"Norteamérica"
15.3895,-94.0818,"Caribe"
15.52,-91.32,"Caribe"
28.19,-112.02,"Norteamérica"
