"Latitud","Longitud","placas"
19.4023,-104.19,"Rivera"
15.7015,-94.5143,"Caribe"
17.46,-94.47,"Norteamérica"
32.71,-115.45,"Pacífico"
29.7018,-114.663,"Pacífico"
16.175,-93.8967,"Caribe"
15.3993,-94.7125,"Cocos"
29.772,-113.882,"Pacífico"
14.8652,-93.1912,"Caribe"
16.1782,-97.547,"Cocos"
18.504,-103.344,"Rivera"
17.5688,-95.0662,"Norteamérica"
16.61,-99.36,"Cocos"
32.97,-116.45,"Pacífico"
15.1472,-94.0065,"Caribe"
15.02,-94.02,"Caribe"
15.4998,-95.6572,"Cocos"
19.2397,-102.773,"Rivera"
20.1845,-99.2275,"Norteamérica"
20.3795,-98.9593,"Norteamérica"
22.81,-102.58,"Norteamérica"
31.0092,-114.299,"Pacífico"
14.9577,-94.403,"Caribe"
15.8843,-93.9388,"Caribe"
31.501,-115.587,"Pacífico"
18.9853,-98.5488,"Norteamérica"
30.5373,-110.948,"Norteamérica"
18.8838,-104.797,"Rivera"
16.4088,-99.5233,"Cocos"
25.215,-102.313,"Norteamérica"
18.2047,-103.156,"Rivera"
31.125,-115.945,"Pacífico"
19.14,-104.39,"Rivera"
19.018,-98.615,"Norteamérica"
16.5175,-94.2052,"Caribe"
19.1945,-104.877,"Rivera"
18.7582,-106.44,"Rivera"
13.5365,-90.2673,"Caribe"
16.9463,-100.377,"Cocos"
19.204,-104.112,"Rivera"
17.499,-95.415,"Norteamérica"
18.6492,-107.09,"Rivera"
30.65,-113.96,"Norteamérica"
30.8468,-114.23,"Pacífico"
16.95,-100.29,"Cocos"
19.43,-98.04,"Norteamérica"
15.346,-93.4775,"Caribe"
17.754,-94.7753,"Norteamérica"
32.34,-115.35,"Pacífico"
16.2697,-98.156,"Cocos"
15.1182,-94.2322,"Caribe"
30.7532,-114.481,"Pacífico"
16.6928,-94.9952,"Cocos"
29.879,-113.775,"Norteamérica"
19.477,-102.13,"Rivera"
17.2985,-95.1822,"Cocos"
32.56,-116.58,"Pacífico"
16.9365,-100.32,"Cocos"
32.11,-116.83,"Pacífico"
30.9595,-115.266,"Pacífico"
13.4137,-92.644,"Caribe"
16.1888,-95.627,"Cocos"
19.038,-103.66,"Rivera"
16.1048,-95.193,"Cocos"
17.5248,-94.8653,"Norteamérica"
19.416,-102.074,"Rivera"
29.43,-114,"Pacífico"
15.1218,-94.3463,"Caribe"
16.1,-98.11,"Cocos"
13.6393,-92.0818,"Caribe"
22.9292,-100.689,"Norteamérica"
15.82,-94.07,"Caribe"
30.8502,-114.378,"Pacífico"
31.208,-115.304,"Pacífico"
17.92,-98.07,"Norteamérica"
18.116,-103.255,"Rivera"
32.1832,-115.084,"Pacífico"
13.6743,-93.0558,"Caribe"
26.064,-99.4453,"Norteamérica"
15.9365,-95.2823,"Cocos"
31.4927,-115.179,"Pacífico"
30.0837,-113.445,"Norteamérica"
14.8842,-92.4523,"Caribe"
14.3293,-92.7285,"Caribe"
32.62,-115.58,"Pacífico"
26.82,-110.97,"Pacífico"
18.4682,-102.678,"Rivera"
32.45,-115.11,"Pacífico"
17.1593,-94.2482,"Caribe"
19.38,-102.27,"Rivera"
32.51,-115.14,"Pacífico"
16.3397,-98.08,"Cocos"
18.0962,-100.545,"Cocos"
16.6593,-94.7562,"Cocos"
15.0115,-93.5893,"Caribe"
27.573,-111.568,"Pacífico"
19.36,-105.77,"Rivera"
19.44,-104.183,"Rivera"
32.83,-115.74,"Pacífico"
31.4963,-115.526,"Pacífico"
17.6832,-95.6023,"Norteamérica"
14.6302,-92.527,"Caribe"
17.3145,-96.5513,"Cocos"
15.94,-96.53,"Cocos"
32.38,-115.12,"Pacífico"
27.4708,-112.227,"Pacífico"
31.0587,-115.957,"Pacífico"
20.297,-99.229,"Norteamérica"
32.1,-115.08,"Pacífico"
16.44,-96.25,"Cocos"
17.5883,-94.2272,"Norteamérica"
16.931,-94.0672,"Caribe"
17.91,-98.15,"Norteamérica"
18.4,-101.43,"Rivera"
30.94,-114.25,"Pacífico"
32.1478,-117.621,"Pacífico"
18.1235,-98.4895,"Norteamérica"
18.2288,-97.6012,"Norteamérica"
16.227,-98.0362,"Cocos"
27.6652,-111.627,"Pacífico"
19.9145,-104.054,"Rivera"
15.6852,-98.5927,"Cocos"
23.97,-108.48,"Norteamérica"
18.575,-101.548,"Rivera"
16.7622,-99.7108,"Cocos"
19.1962,-104.161,"Rivera"
14.9738,-94.41,"Caribe"
16.3518,-97.836,"Cocos"
16.1815,-94.04,"Caribe"
16.263,-98.2435,"Cocos"
31.5912,-115.622,"Pacífico"
15.5123,-94.4202,"Caribe"
19.5887,-102.164,"Rivera"
19.5382,-104.308,"Rivera"
32.78,-115.8,"Pacífico"
19.4433,-102.304,"Rivera"
19.09,-95.8903,"Norteamérica"
16.5808,-91.6682,"Caribe"
15.6708,-94.2173,"Caribe"
17.37,-94.28,"Norteamérica"
16.65,-99.72,"Cocos"
16.297,-98.2115,"Cocos"
16.3085,-97.9952,"Cocos"
15.9985,-97.1532,"Cocos"
27.795,-105.787,"Norteamérica"
15.2192,-94.2812,"Caribe"
14.3582,-93.9567,"Caribe"
16.3882,-95.1615,"Cocos"
17.04,-93.79,"Caribe"
14.1402,-93.374,"Caribe"
15.1005,-92.5417,"Caribe"
18.6233,-106.706,"Rivera"
19.3753,-99.2245,"Norteamérica"
16.17,-97.61,"Cocos"
28.9838,-111.107,"Norteamérica"
29.8238,-113.847,"Pacífico"
15.5883,-92.673,"Caribe"
31.2268,-115.39,"Pacífico"
16.3135,-97.9518,"Cocos"
15.304,-94.7715,"Cocos"
15.5255,-97.3678,"Cocos"
27.3078,-111.338,"Norteamérica"
16.2805,-93.4877,"Caribe"
15.3467,-93.5822,"Caribe"
16.2335,-98.0395,"Cocos"
18.986,-98.614,"Norteamérica"
16.7995,-96.5428,"Cocos"
14.65,-92.68,"Caribe"
19.202,-104.07,"Rivera"
17.9945,-103.308,"Rivera"
19.27,-98.84,"Norteamérica"
29.5133,-114.243,"Pacífico"
27.7522,-105.683,"Norteamérica"
21.2413,-99.5623,"Norteamérica"
16.382,-95.0688,"Cocos"
16.3052,-98.1592,"Cocos"
19.77,-102.65,"Rivera"
16.3068,-97.9578,"Cocos"
29.976,-113.656,"Norteamérica"
16.24,-98.08,"Cocos"
16.28,-98.48,"Cocos"
16.1912,-97.9753,"Cocos"
19.2068,-102.691,"Rivera"
16.4512,-97.8653,"Cocos"
19.1617,-104.227,"Rivera"
31.42,-115.55,"Pacífico"
17.7972,-100.24,"Cocos"
14.597,-92.4778,"Caribe"
16.0683,-97.1543,"Cocos"
16.8855,-100.397,"Cocos"
20.1895,-105.098,"Rivera"
17.4735,-94.912,"Norteamérica"
17.59,-94.33,"Norteamérica"
19.41,-99.44,"Norteamérica"
24.93,-108.84,"Norteamérica"
15.0583,-94.3305,"Caribe"
18.53,-104,"Rivera"
19.0928,-104.203,"Rivera"
14.826,-92.3358,"Caribe"
20.3212,-105.353,"Rivera"
30.53,-105.42,"Norteamérica"
32.27,-115.2,"Pacífico"
19.4485,-102.309,"Rivera"
31.7,-115.91,"Pacífico"
14.9592,-94.0447,"Caribe"
15.4572,-94.832,"Cocos"
30.7977,-114.156,"Pacífico"
18.1098,-102.767,"Rivera"
17.337,-94.7825,"Cocos"
32.83,-108.66,"Norteamérica"
27.4895,-111.565,"Pacífico"
19.01,-104.33,"Rivera"
18.563,-103.042,"Rivera"
18.2415,-97.3272,"Norteamérica"
16.4518,-95.1193,"Cocos"
15.1265,-94.1447,"Caribe"
16.8875,-95.345,"Cocos"
18.0718,-102.889,"Rivera"
15.0827,-94.397,"Caribe"
15.0672,-93.7022,"Caribe"
29.9023,-114.563,"Pacífico"
17.3187,-94.0498,"Norteamérica"
17.3797,-94.991,"Norteamérica"
17.3118,-94.4485,"Norteamérica"
27.4697,-111.498,"Norteamérica"
16.3298,-97.8533,"Cocos"
16.5755,-93.8068,"Caribe"
27.98,-112.153,"Pacífico"
16.5822,-99.255,"Cocos"
14.3377,-93.237,"Caribe"
16.9937,-94.2415,"Caribe"
18.1113,-97.8917,"Norteamérica"
19.4273,-99.0472,"Norteamérica"
31.441,-115.545,"Pacífico"
17.5362,-93.775,"Cocos"
14.7252,-93.7377,"Caribe"
19.4653,-102.196,"Rivera"
17.0193,-99.8972,"Cocos"
19.1717,-97.4543,"Norteamérica"
16.0367,-97.5448,"Cocos"
16.62,-94.59,"Cocos"
16.205,-98.6665,"Cocos"
15.8,-94.72,"Cocos"
15.5432,-94.9413,"Cocos"
19.2015,-104.951,"Rivera"
16.062,-97.6032,"Cocos"
13.93,-91.76,"Caribe"
17.5823,-94.9683,"Norteamérica"
16.2725,-98.1452,"Cocos"
15.2595,-94.4248,"Caribe"
19.1813,-104.071,"Rivera"
19.1893,-104.299,"Rivera"
31.1933,-115.629,"Pacífico"
19.328,-106.006,"Rivera"
19.4608,-102.144,"Rivera"
16.7575,-94.289,"Caribe"
24.81,-109.17,"Norteamérica"
14.4433,-92.6355,"Caribe"
32.88,-115.51,"Pacífico"
31.353,-115.339,"Pacífico"
13.7775,-92.406,"Caribe"
30.1345,-114.637,"Pacífico"
15.8787,-94.4242,"Caribe"
19.4528,-102.302,"Rivera"
14.5568,-92.7028,"Caribe"
16.04,-98.76,"Cocos"
16.971,-98.8583,"Cocos"
18.8547,-103.622,"Rivera"
17.734,-95.0813,"Norteamérica"
29.8437,-113.826,"Pacífico"
20.2933,-99.1822,"Norteamérica"
17.738,-94.6372,"Norteamérica"
17.3073,-94.2733,"Norteamérica"
13.85,-92.94,"Caribe"
17.9808,-100.423,"Cocos"
16.1552,-93.9575,"Caribe"
25.8548,-110.197,"Norteamérica"
15.12,-94.5232,"Caribe"
17.0195,-98.6235,"Cocos"
16.0873,-97.6027,"Cocos"
17.83,-95.04,"Norteamérica"
30.5068,-114.275,"Pacífico"
31.6335,-114.594,"Pacífico"
32.0125,-115.501,"Pacífico"
29.7865,-113.827,"Pacífico"
15.8407,-94.971,"Cocos"
15.98,-93.14,"Caribe"
30.672,-114.307,"Pacífico"
16.2175,-97.897,"Cocos"
15.1867,-93.8192,"Caribe"
17.4887,-94.7153,"Norteamérica"
27.9567,-112.068,"Pacífico"
29.8508,-113.714,"Norteamérica"
18.08,-102.25,"Rivera"
16.8282,-95.101,"Cocos"
32.42,-115.43,"Pacífico"
19.12,-104.1,"Rivera"
16.303,-98.2293,"Cocos"
17.3948,-94.6675,"Norteamérica"
25.7443,-100.461,"Norteamérica"
31.4797,-115.536,"Pacífico"
18.8522,-99.2133,"Norteamérica"
18.8105,-104.52,"Rivera"
15.8758,-97.2853,"Cocos"
19.418,-102.169,"Rivera"
20.3555,-99.0685,"Norteamérica"
32.233,-115.252,"Pacífico"
32.53,-115.63,"Pacífico"
19.88,-98.67,"Norteamérica"
16.1948,-97.5022,"Cocos"
17.2577,-100.516,"Cocos"
32.4128,-115.103,"Pacífico"
30.5715,-114.273,"Pacífico"
18.4037,-105.423,"Rivera"
16.852,-100.152,"Cocos"
30.15,-113.76,"Norteamérica"
15.2058,-93.8785,"Caribe"
15.9495,-95.7293,"Cocos"
14.6703,-93.0655,"Caribe"
15.1237,-93.9068,"Caribe"
27.5585,-111.566,"Pacífico"
32.4,-115.02,"Pacífico"
24.7117,-99.8698,"Norteamérica"
15.7608,-94.8918,"Cocos"
27.4148,-111.365,"Norteamérica"
31.4858,-115.552,"Pacífico"
18.3952,-101.358,"Rivera"
13.62,-90.81,"Caribe"
15.219,-92.0288,"Caribe"
15.4272,-94.8153,"Cocos"
29.9725,-109.444,"Norteamérica"
17.5808,-95.366,"Norteamérica"
15.45,-92.3,"Caribe"
31.4992,-115.533,"Pacífico"
19.5425,-102.107,"Rivera"
28.4488,-105.344,"Norteamérica"
19.4237,-98.9975,"Norteamérica"
17.41,-94.84,"Norteamérica"
14.39,-92.48,"Caribe"
18.01,-94.59,"Norteamérica"
16.5173,-95.0537,"Cocos"
19.5678,-102.181,"Rivera"
27.586,-104.954,"Norteamérica"
19.5055,-102.212,"Rivera"
15.3622,-92.423,"Caribe"
15.521,-95.7803,"Cocos"
19.5903,-102.11,"Rivera"
19.7923,-98.4713,"Norteamérica"
13.77,-91.48,"Caribe"
19.0875,-105.241,"Rivera"
16.0443,-97.6485,"Cocos"
18.5505,-103.063,"Rivera"
16.8767,-99.7257,"Cocos"
25.1032,-109.611,"Norteamérica"
18.096,-94.5357,"Norteamérica"
17.9978,-94.6163,"Norteamérica"
17.6743,-93.7683,"Norteamérica"
30.1067,-113.295,"Norteamérica"
19.48,-103.79,"Rivera"
16.3595,-98.4713,"Cocos"
16.4965,-95.1063,"Cocos"
30.6377,-114.574,"Pacífico"
22.7983,-102.61,"Norteamérica"
18.0812,-103.768,"Rivera"
15.4192,-94.7792,"Cocos"
17.457,-94.8948,"Norteamérica"
19.58,-105.45,"Rivera"
14.9178,-93.899,"Caribe"
14.5957,-92.3358,"Caribe"
31.0198,-115.003,"Pacífico"
30.86,-115.64,"Pacífico"
19.496,-102.109,"Rivera"
15.5843,-93.1317,"Caribe"
18.0728,-101.752,"Rivera"
31.1343,-115.798,"Pacífico"
18.8768,-98.5825,"Norteamérica"
27.8348,-105.899,"Norteamérica"
14.4375,-92.6507,"Caribe"
16.57,-95.14,"Cocos"
31.5357,-116.793,"Pacífico"
15.98,-99.82,"Cocos"
31.131,-115.383,"Pacífico"
17.5833,-103.022,"Rivera"
15.3177,-94.4442,"Caribe"
19.5473,-102.163,"Rivera"
15.2457,-94.7758,"Cocos"
32.83,-116,"Pacífico"
27.59,-111.58,"Pacífico"
31.4695,-114.292,"Pacífico"
19.2163,-104.967,"Rivera"
32.55,-115.51,"Pacífico"
19.2272,-104.016,"Rivera"
32.4438,-115.093,"Pacífico"
31.42,-114.72,"Pacífico"
16.5608,-98.4787,"Cocos"
16.85,-100.26,"Cocos"
32.1818,-115.615,"Pacífico"
27.994,-101.44,"Norteamérica"
17.9,-98.2,"Norteamérica"
16.2587,-97.8463,"Cocos"
17.2473,-94.1877,"Norteamérica"
15.2107,-92.0228,"Caribe"
32.3335,-115.065,"Pacífico"
32.35,-115.16,"Pacífico"
15.04,-93.06,"Caribe"
15,-92.79,"Caribe"
16.8065,-94.4552,"Cocos"
16.272,-97.9693,"Cocos"
19.3467,-99.1317,"Norteamérica"
16.2972,-98.0448,"Cocos"
28.268,-100.649,"Norteamérica"
13.5788,-93.0713,"Caribe"
18.3375,-95.41,"Norteamérica"
19.5303,-104.377,"Rivera"
16.8773,-94.6392,"Cocos"
18.51,-104.71,"Rivera"
15.456,-93.3607,"Caribe"
16.8413,-96.2578,"Cocos"
17.5818,-94.856,"Norteamérica"
18.9233,-98.5698,"Norteamérica"
17.3997,-94.6373,"Norteamérica"
30.0463,-113.847,"Norteamérica"
15.2162,-94.5475,"Cocos"
19.3978,-104.187,"Rivera"
17.2748,-101.309,"Cocos"
15.131,-95.0008,"Cocos"
17.0013,-94.117,"Caribe"
19.85,-105.66,"Rivera"
19.424,-99.19,"Norteamérica"
31.6723,-116.093,"Pacífico"
14.7508,-93.3293,"Caribe"
18.6348,-106.922,"Rivera"
14.9435,-93.2195,"Caribe"
16.6317,-93.7122,"Caribe"
14.5617,-92.6152,"Caribe"
27.6182,-112.017,"Pacífico"
32.23,-115.04,"Pacífico"
19.1382,-103.984,"Rivera"
15.96,-94.75,"Cocos"
30.5817,-114.245,"Pacífico"
15.0042,-94.211,"Caribe"
15.1143,-93.7958,"Caribe"
16.4802,-98.3172,"Cocos"
17.6598,-94.3735,"Norteamérica"
16.4645,-95.0872,"Cocos"
21.964,-102.378,"Norteamérica"
14.32,-92.68,"Caribe"
18.23,-103.07,"Rivera"
16.3025,-98.0153,"Cocos"
17,-101.99,"Cocos"
30.6778,-115.252,"Pacífico"
17.2015,-99.9008,"Cocos"
31.3815,-115.496,"Pacífico"
16.2645,-94.3577,"Caribe"
30.87,-114.34,"Pacífico"
18.31,-94.32,"Norteamérica"
15.0322,-93.6262,"Caribe"
19.4235,-102.194,"Rivera"
16.0038,-97.185,"Cocos"
15.2455,-94.3062,"Caribe"
18.8002,-102.927,"Rivera"
27.1803,-112.111,"Pacífico"
18.9315,-96.2018,"Norteamérica"
15.8135,-95.2423,"Cocos"
14.8012,-93.0878,"Caribe"
17.4398,-94.7255,"Norteamérica"
16.0078,-95.1392,"Cocos"
18.6605,-102.647,"Rivera"
18.7088,-106.342,"Rivera"
32.31,-115.1,"Pacífico"
22.8003,-102.587,"Norteamérica"
15.2488,-94.3735,"Caribe"
17.519,-94.6452,"Norteamérica"
17.2,-100.94,"Cocos"
14.4278,-92.4885,"Caribe"
15.4138,-94.787,"Cocos"
30.69,-114.35,"Pacífico"
29.9713,-113.69,"Norteamérica"
15.0623,-94.4875,"Caribe"
16.7538,-99.2625,"Cocos"
32.19,-115.12,"Pacífico"
16.0123,-97.7818,"Cocos"
14.462,-92.7112,"Caribe"
15.7605,-93.7632,"Caribe"
17.47,-94.8,"Norteamérica"
32.333,-115.174,"Pacífico"
15.526,-93.2855,"Caribe"
15.7693,-92.3553,"Caribe"
19.1405,-104.1,"Rivera"
17.9485,-98.6863,"Norteamérica"
30.9843,-115.575,"Pacífico"
14.9322,-93.622,"Caribe"
16.77,-99.19,"Cocos"
15.1,-92.23,"Caribe"
15.08,-94.44,"Caribe"
15.0138,-91.6215,"Caribe"
17.6272,-94.2458,"Norteamérica"
15.5872,-95.8623,"Cocos"
15.9,-96.25,"Cocos"
20.2558,-99.1948,"Norteamérica"
17.8382,-97.5758,"Cocos"
18.4458,-102.228,"Rivera"
15.7865,-94.2668,"Caribe"
19.1078,-104.286,"Rivera"
20.1955,-99.1633,"Norteamérica"
17.71,-94.51,"Norteamérica"
14.5022,-92.6833,"Caribe"
15.66,-93.4638,"Caribe"
19.4123,-103.937,"Rivera"
27.922,-112.024,"Pacífico"
30.1647,-114.268,"Pacífico"
23.77,-108.71,"Pacífico"
27.9588,-112.021,"Pacífico"
18.5613,-104.043,"Rivera"
24.889,-109.354,"Norteamérica"
18.1097,-103.439,"Rivera"
15.8622,-97.0833,"Cocos"
15.45,-93.24,"Caribe"
18.8485,-103.969,"Rivera"
32.2582,-115.585,"Pacífico"
27.433,-111.378,"Norteamérica"
33,-115.52,"Pacífico"
14.8015,-93.225,"Caribe"
32.35,-115.24,"Pacífico"
18.3795,-101.056,"Rivera"
32.04,-114.98,"Pacífico"
15.286,-94.4218,"Caribe"
17.527,-95.7895,"Norteamérica"
18.2222,-103.219,"Rivera"
17.2447,-101.144,"Cocos"
18.92,-104.65,"Rivera"
24.8458,-109.467,"Norteamérica"
16.4892,-95.2132,"Cocos"
19.1165,-104.547,"Rivera"
32.0988,-115.027,"Pacífico"
15.0392,-94.194,"Caribe"
19.4745,-102.086,"Rivera"
13.88,-92.29,"Caribe"
31.7355,-115.755,"Pacífico"
31.45,-115.57,"Pacífico"
30.21,-113.21,"Norteamérica"
15.4737,-94.8608,"Cocos"
16.2162,-97.769,"Cocos"
14.9987,-92.1597,"Caribe"
17.2865,-100.748,"Cocos"
15.2748,-93.8757,"Caribe"
15.776,-93.2753,"Caribe"
26.86,-110.06,"Norteamérica"
19.35,-102.26,"Rivera"
15.869,-93.5678,"Caribe"
31.375,-115.463,"Pacífico"
16.4065,-98.5007,"Cocos"
14.81,-92.5475,"Caribe"
16.437,-98.1503,"Cocos"
25.554,-109.91,"Norteamérica"
20.3382,-98.6988,"Norteamérica"
17.48,-94.51,"Norteamérica"
17.5532,-95.554,"Norteamérica"
16.5085,-98.5138,"Cocos"
23.4322,-102.501,"Norteamérica"
18.2677,-105.033,"Rivera"
14.5983,-93.245,"Caribe"
19.3158,-104.691,"Rivera"
25.1532,-99.1925,"Norteamérica"
14.0043,-93.3163,"Caribe"
14.378,-92.5747,"Caribe"
19.5215,-102.172,"Rivera"
22.19,-108.57,"Pacífico"
30.2143,-113.85,"Norteamérica"
14.9248,-93.3185,"Caribe"
19.2042,-104.697,"Rivera"
14.9417,-94.3022,"Caribe"
22.7445,-102.606,"Norteamérica"
18.1157,-103.402,"Rivera"
16.59,-94.96,"Cocos"
15.1497,-104.47,"Rivera"
15.8737,-98.3768,"Cocos"
32.26,-115.21,"Pacífico"
17.675,-94.841,"Norteamérica"
16.334,-97.8975,"Cocos"
17.4973,-99.2975,"Cocos"
15.411,-93.6202,"Caribe"
31.5053,-115.129,"Pacífico"
16.9872,-102.393,"Rivera"
18.8888,-105.282,"Rivera"
17.5242,-94.6652,"Norteamérica"
20.5203,-103.429,"Rivera"
17.4325,-94.8358,"Norteamérica"
18.6673,-104.197,"Rivera"
15.2348,-94.1383,"Caribe"
20.82,-99.18,"Norteamérica"
14.5215,-93.484,"Caribe"
19.2805,-104.935,"Rivera"
16.4642,-95.0742,"Cocos"
14.8298,-93.7207,"Caribe"
21.57,-101.25,"Norteamérica"
20.2127,-99.109,"Norteamérica"
18.5165,-101.11,"Rivera"
29.56,-113.45,"Norteamérica"
18.46,-102.83,"Rivera"
18.8692,-104.371,"Rivera"
17.22,-94.32,"Norteamérica"
16.6768,-94.5228,"Cocos"
18.9665,-98.5645,"Norteamérica"
17.3245,-94.4433,"Norteamérica"
15.0262,-93.4633,"Caribe"
16.5745,-94.6442,"Cocos"
14.6038,-92.211,"Caribe"
18.9203,-104.34,"Rivera"
16.9635,-100.142,"Cocos"
15.9067,-93.731,"Caribe"
14.95,-93.31,"Caribe"
17.0888,-94.1805,"Caribe"
18.98,-105.18,"Rivera"
14.5093,-92.7242,"Caribe"
19.183,-104.047,"Rivera"
17.517,-94.6372,"Norteamérica"
15.2398,-95.5545,"Cocos"
14.912,-93.3048,"Caribe"
14.2287,-92.624,"Caribe"
17.88,-98.27,"Norteamérica"
17.2713,-100.562,"Cocos"
18.5368,-96.8042,"Norteamérica"
31.0053,-115.795,"Pacífico"
18.153,-103.389,"Rivera"
19.0398,-104.323,"Rivera"
16.46,-94.15,"Caribe"
18.1778,-103.524,"Rivera"
31.266,-115.281,"Pacífico"
14.16,-92.36,"Caribe"
32.2527,-115.235,"Pacífico"
16.915,-94.2843,"Caribe"
24.7848,-98.5562,"Norteamérica"
16.3275,-98.221,"Cocos"
18.06,-103.86,"Rivera"
12.8578,-101.846,"Cocos"
27.7623,-105.734,"Norteamérica"
15.5215,-96.057,"Cocos"
18.9357,-99.2385,"Norteamérica"
16.3153,-98.0552,"Cocos"
24.7098,-109.194,"Norteamérica"
28.0432,-111.84,"Pacífico"
16.0608,-97.573,"Cocos"
22.7705,-100.144,"Norteamérica"
17.0145,-94.2398,"Caribe"
20.1035,-105.441,"Rivera"
31.0653,-115.182,"Pacífico"
30.7823,-114.242,"Pacífico"
18.0943,-103.314,"Rivera"
32.19,-115.08,"Pacífico"
18.2778,-105.348,"Rivera"
31.0943,-115.643,"Pacífico"
27.78,-105.599,"Norteamérica"
32.486,-115.102,"Pacífico"
27.55,-111.54,"Norteamérica"
19.4508,-102.289,"Rivera"
19.131,-105.056,"Rivera"
18.07,-98.1,"Norteamérica"
17.5138,-94.7845,"Norteamérica"
22.8033,-102.592,"Norteamérica"
14.9795,-93.2335,"Caribe"
15.3,-94.76,"Cocos"
13.57,-92.36,"Caribe"
15.287,-92.1215,"Caribe"
32.54,-115.12,"Pacífico"
16.22,-97.57,"Cocos"
17.52,-94.48,"Norteamérica"
17.3872,-95.099,"Norteamérica"
15.8362,-93.4885,"Caribe"
16.8537,-94.0542,"Caribe"
17.0917,-99.295,"Cocos"
17.57,-94.9,"Norteamérica"
16.525,-95.2447,"Cocos"
32.15,-114.87,"Pacífico"
30.0205,-113.823,"Norteamérica"
18.85,-99.08,"Norteamérica"
16.4552,-98.6203,"Cocos"
16.5815,-93.5053,"Caribe"
17.8782,-101.36,"Cocos"
15.702,-97.4575,"Cocos"
32.38,-115.27,"Pacífico"
18.0977,-103.284,"Rivera"
16.0828,-95.0898,"Cocos"
15.3,-94.99,"Cocos"
31.3138,-114.355,"Pacífico"
16.9232,-99.4045,"Cocos"
18.23,-103.24,"Rivera"
18.6918,-104.563,"Rivera"
19.0643,-103.778,"Rivera"
32.49,-114.07,"Norteamérica"
17.65,-103.59,"Rivera"
15.1057,-93.401,"Caribe"
32.093,-115.768,"Pacífico"
31.1383,-115.314,"Pacífico"
22.7872,-102.617,"Norteamérica"
17.402,-94.8698,"Norteamérica"
30.654,-114.563,"Pacífico"
16.9992,-93.9058,"Caribe"
15.62,-96.72,"Cocos"
15.64,-93.91,"Caribe"
15.6822,-98.8622,"Cocos"
15.044,-94.424,"Caribe"
14.8182,-92.81,"Caribe"
15.233,-94.6073,"Cocos"
25.69,-109.83,"Norteamérica"
16.4057,-93.6852,"Caribe"
18.5505,-95.6553,"Norteamérica"
29.66,-113.23,"Norteamérica"
31.4618,-114.424,"Pacífico"
27.5835,-111.644,"Pacífico"
15.1023,-93.269,"Caribe"
16.4192,-98.0777,"Cocos"
31.375,-115.604,"Pacífico"
16.029,-97.0428,"Cocos"
24.5283,-99.5783,"Norteamérica"
17.6567,-94.6765,"Norteamérica"
31.6783,-116.768,"Pacífico"
19.0738,-98.6323,"Norteamérica"
18.1713,-94.6748,"Norteamérica"
19.478,-102.201,"Rivera"
17.7108,-94.7742,"Norteamérica"
18.024,-98.4885,"Norteamérica"
19.2662,-104.019,"Rivera"
18.339,-103.185,"Rivera"
32.33,-115.24,"Pacífico"
17.4927,-95.5075,"Norteamérica"
31.5,-115.61,"Pacífico"
16.7668,-99.649,"Cocos"
16.4613,-95.46,"Cocos"
30.6078,-114.126,"Pacífico"
31.37,-115.49,"Pacífico"
18.89,-107.49,"Rivera"
30.897,-114.892,"Pacífico"
24.7473,-109.183,"Norteamérica"
16.5687,-94.1795,"Caribe"
16.1,-94.27,"Caribe"
15.675,-96.1517,"Cocos"
27.9667,-112.158,"Pacífico"
16.3508,-98.2385,"Cocos"
16.6272,-99.2187,"Cocos"
15.1388,-93.269,"Caribe"
19.18,-98.96,"Norteamérica"
27.8272,-105.332,"Norteamérica"
27.3348,-111.305,"Norteamérica"
32.25,-115.52,"Pacífico"
19.2547,-97.3778,"Norteamérica"
27.08,-112.4,"Pacífico"
32.29,-115.08,"Pacífico"
32.36,-115.27,"Pacífico"
16.5697,-98.4553,"Cocos"
22.8087,-102.578,"Norteamérica"
31.4133,-115.56,"Pacífico"
27.7647,-111.735,"Pacífico"
18.5388,-103.504,"Rivera"
19.4148,-104.161,"Rivera"
20.69,-104.22,"Rivera"
32.34,-115.35,"Pacífico"
28.0737,-112.295,"Pacífico"
19,-97,"Norteamérica"
31.0837,-115.428,"Pacífico"
16.2083,-97.9083,"Cocos"
14.5,-93.59,"Caribe"
19.4942,-102.174,"Rivera"
31.177,-115.829,"Pacífico"
20.247,-99.1933,"Norteamérica"
19.0745,-104.065,"Rivera"
17.61,-95.61,"Norteamérica"
31.19,-115.49,"Pacífico"
16.7627,-100.138,"Cocos"
15.4973,-94.6985,"Cocos"
15.93,-97.22,"Cocos"
16.3483,-93.4353,"Caribe"
17.65,-94.64,"Norteamérica"
16.3182,-95.1803,"Cocos"
19.4328,-96.7475,"Norteamérica"
19.586,-104.046,"Rivera"
19.276,-102.661,"Rivera"
18.718,-103.444,"Rivera"
18.5138,-103.631,"Rivera"
30.9933,-115.607,"Pacífico"
14.2933,-92.1807,"Caribe"
16.9,-94.15,"Caribe"
16.3547,-95.0855,"Cocos"
31.2737,-114.253,"Pacífico"
18.5245,-103.143,"Rivera"
15.6377,-92.0367,"Caribe"
31.5502,-115.58,"Pacífico"
15.8312,-95.216,"Cocos"
30.8572,-114.202,"Pacífico"
18.38,-101.83,"Rivera"
15.0135,-94.3733,"Caribe"
27.66,-111.73,"Pacífico"
24.87,-99.6692,"Norteamérica"
18.71,-107.03,"Rivera"
